insee;gid;lon;lat
69149;2569;4,8054545;45,7133035
69384;2570;4,8249782;45,7823344
69202;2571;4,7966199;45,7391036
69044;2572;4,7540239;45,784191
69385;2575;4,7802123;45,7517748
69382;2576;4,8347381;45,7629287
69383;2577;4,8483317;45,7581506
69149;2578;4,8072031;45,7193799
69388;2579;4,8582628;45,7401693
69290;2580;4,940143;45,6915338
69383;2581;4,887336;45,7490767
69034;2582;4,8507384;45,7913351
69282;2583;4,9907797;45,7888479
69387;2584;4,8256169;45,732457
69387;2586;4,8341026;45,7326541
69383;2590;4,8587476;45,7622051
69149;2592;4,8027001;45,7130734
69266;2593;4,88359;45,7804732
69387;2595;4,8535183;45,745252
69387;2596;4,842907;45,7518967
69081;2598;4,777836;45,7727455
69387;2599;4,834529;45,7495961
69387;2600;4,8254547;45,731935
69388;2602;4,8774784;45,7404082
69088;2603;4,8504328;45,8377988
69387;2604;4,8334399;45,7366307
69034;2605;4,8568439;45,8090687
69387;2607;4,8207996;45,7277567
69383;2608;4,8746865;45,7523724
69387;2609;4,8430855;45,7520262
69384;2610;4,8360055;45,7796066
69149;2611;4,8063301;45,7117243
69385;2612;4,825353;45,7575787
69260;2613;4,8141488;45,6524291
69385;2614;4,8241324;45,7628924
69003;2615;4,8318065;45,8753621
69388;2616;4,877416;45,7404256
69385;2617;4,8226295;45,7589169
69202;2618;4,7914976;45,7429589
69153;2619;4,7861731;45,8558109
69387;2620;4,8564592;45,7440363
69081;2621;4,7804199;45,7912578
69384;2622;4,8352556;45,7795239
69384;2623;4,8192461;45,7774876
69386;2624;4,8414114;45,7737036
69034;2626;4,8490625;45,7945397
69091;2627;4,7702858;45,600997
69385;2629;4,822592;45,7588545
69381;2630;4,8328692;45,770495
69292;2632;4,8727993;45,8223434
69388;2634;4,8668552;45,7391182
69275;2635;4,9440465;45,7679869
69202;2636;4,8083472;45,7432569
69266;2637;4,864496;45,7742194
69385;2639;4,8238595;45,7623543
69387;2640;4,8510783;45,7493881
69259;2641;4,887345;45,719248
69260;2642;4,8140703;45,6526175
69046;2643;4,7944263;45,6492615
69081;2645;4,7701411;45,7837219
69290;2646;4,9424327;45,6962279
69044;2648;4,7457745;45,7830931
69386;2649;4,8474216;45,7642387
69387;2650;4,8216988;45,7233053
69204;2655;4,7858007;45,6910818
69273;2657;4,8960496;45,665371
69382;2658;4,8149811;45,7442502
69387;2659;4,8342073;45,732688
69384;2660;4,8351679;45,7795244
69384;2661;4,8160592;45,7761092
69389;2662;4,8130631;45,7861975
69244;2663;4,7149593;45,7715413
69202;2664;4,799691;45,7380216
69382;2665;4,8338938;45,760366
69191;2666;4,8061246;45,8427179
69384;2667;4,8327207;45,7772909
69266;2668;4,8837709;45,7808193
69388;2669;4,8672092;45,7303349
69202;2670;4,7932812;45,744607
69383;2671;4,8674963;45,7519616
69383;2673;4,8587614;45,7621979
69290;2674;4,8990192;45,7051543
69260;2676;4,8143781;45,6513519
69034;2677;4,8585507;45,8028126
69387;2678;4,8425812;45,7460352
69382;2679;4,8143193;45,7410569
69292;2680;4,8686064;45,8163245
69387;2681;4,824496;45,7229605
69381;2682;4,826773;45,7730975
69266;2683;4,8939805;45,7543575
69387;2686;4,827924;45,7325942
69382;2687;4,8260021;45,7471905
69382;2688;4,8349729;45,7617363
69290;2690;4,9398237;45,6963658
69149;2691;4,8049115;45,7154917
69385;2692;4,8168209;45,7632992
69260;2694;4,8142762;45,652587
69387;2695;4,82134;45,7300577
69191;2697;4,7981574;45,8420875
69384;2698;4,8163083;45,7779406
69290;2699;4,9441886;45,6910424
69149;2701;4,8066064;45,7204623
69383;2702;4,8555242;45,7530543
69266;2703;4,8758522;45,7608792
69389;2704;4,8278863;45,8007255
69290;2705;4,9791844;45,6983305
69387;2707;4,8296269;45,7441788
69387;2708;4,8547776;45,7455505
69387;2710;4,8243718;45,7230518
69259;2711;4,8853591;45,712004
69387;2712;4,8241195;45,7283285
69385;2713;4,8232761;45,7607723
69384;2714;4,8344746;45,7778619
69290;2715;4,9401775;45,6914496
69266;2718;4,8837494;45,7805596
69383;2719;4,8640121;45,7600414
69149;2721;4,8075099;45,7192183
69034;2723;4,8485898;45,7946023
69290;2724;4,9681405;45,6938164
69385;2725;4,8147521;45,7586778
69387;2726;4,8431597;45,7520935
69259;2727;4,8982916;45,719493
69290;2728;4,9356858;45,6966383
69259;2729;4,8814947;45,7126094
69290;2730;4,9356622;45,7059503
69259;2731;4,8870052;45,7192992
69381;2732;4,828958;45,7674155
69149;2733;4,8071993;45,7078258
69081;2735;4,7691742;45,7840417
69383;2736;4,8416912;45,7627929
69387;2739;4,8337301;45,7422952
69290;2740;4,9161851;45,7155813
69142;2742;4,8056439;45,7271625
69381;2744;4,8227697;45,7681963
69202;2745;4,7964684;45,7391373
69149;2746;4,8052328;45,7133639
69290;2747;4,9411049;45,7012137
69382;2748;4,8347878;45,7564189
69387;2750;4,8241023;45,7291214
69266;2751;4,8758601;45,7550116
69385;2752;4,7802022;45,751744
69384;2753;4,8314464;45,7773603
69383;2755;4,8588995;45,7622101
69387;2756;4,850386;45,7484063
69290;2758;4,9402045;45,6967475
69142;2759;4,8157785;45,7267485
69142;2760;4,8164665;45,7257676
69244;2761;4,7868272;45,7684964
69389;2762;4,831298;45,7972701
69389;2763;4,8265899;45,8010409
69149;2766;4,802507;45,713006
69387;2768;4,8361866;45,7388532
69382;2769;4,8186243;45,7478319
69275;2771;4,9392899;45,771872
69290;2772;4,9425481;45,6921768
69290;2773;4,9462224;45,6949959
69271;2774;4,9695023;45,7379921
69290;2775;4,9375894;45,6965456
69091;2776;4,7748836;45,5875018
69290;2777;4,9358436;45,6967443
69386;2778;4,8515782;45,7745156
69034;2779;4,8523337;45,7999774
69387;2781;4,8403236;45,7559314
69385;2784;4,8212905;45,7592197
69081;2785;4,7673182;45,7834248
69290;2786;4,9446899;45,6911298
69081;2788;4,7781754;45,7755143
69034;2789;4,8564684;45,7903984
69384;2790;4,8347456;45,7778668
69091;2792;4,7882152;45,577289
69260;2793;4,8143587;45,6466302
69275;2795;4,939178;45,7717566
69387;2796;4,821785;45,7248395
69382;2797;4,8195523;45,7484912
69282;2798;4,9844419;45,7926
69290;2799;4,955398;45,6899866
69271;2800;4,9542162;45,7424725
69081;2801;4,7774936;45,7745721
69072;2802;4,7576648;45,8095658
69149;2803;4,8016108;45,7144527
69387;2806;4,8353979;45,7278654
69256;2808;4,9279217;45,7703961
69266;2809;4,8779577;45,7588368
69266;2811;4,8838256;45,7808479
69387;2812;4,8245605;45,722919
69282;2813;4,9988323;45,7624181
69204;2814;4,786852;45,6917212
69381;2815;4,8333299;45,7668977
69381;2816;4,8350725;45,7745575
69387;2818;4,8327967;45,7369491
69290;2819;4,9481146;45,690514
69271;2820;4,9579669;45,7482647
69116;2821;4,7822084;45,8126278
69290;2822;4,977027;45,6897174
69259;2823;4,8852394;45,7095282
69385;2828;4,7986425;45,7619198
69290;2829;4,8969086;45,7028022
69275;2830;4,9438711;45,7678689
69149;2831;4,8082092;45,716189
69389;2832;4,8320722;45,7972575
69256;2833;4,9223417;45,7694927
69259;2834;4,8799388;45,7003252
69072;2835;4,7538353;45,8060398
69382;2836;4,8354552;45,7605529
69266;2837;4,8836836;45,7809643
69266;2838;4,8841933;45,7811195
69259;2839;4,8882486;45,7197318
69388;2840;4,882889;45,7325735
69034;2842;4,8424302;45,7808774
69382;2843;4,8346473;45,7618737
69386;2844;4,8531582;45,7767837
69389;2845;4,8072072;45,781494
69034;2846;4,8286499;45,7937945
69388;2847;4,8565254;45,7365613
69382;2848;4,8346639;45,7629257
69266;2849;4,8768623;45,7635329
69266;2850;4,8731153;45,7616871
69384;2852;4,8175292;45,7748844
69381;2853;4,8251321;45,7693067
69387;2854;4,8207576;45,7266587
69387;2855;4,8532394;45,7468406
69382;2856;4,8350816;45,7632374
69034;2858;4,8434468;45,7975091
69290;2860;4,9587391;45,6936803
69034;2861;4,8564358;45,8047779
69383;2863;4,8685933;45,758197
69290;2864;4,9316101;45,6950783
69383;2865;4,8664089;45,7504778
69290;2867;4,970089;45,6909827
69040;2868;4,7845898;45,7959661
69202;2869;4,8082982;45,7431732
69389;2870;4,8007838;45,773668
69389;2872;4,8321089;45,7972447
69290;2873;4,9448706;45,692263
69142;2874;4,805658;45,7245382
69266;2875;4,8630759;45,7720386
69387;2877;4,8322553;45,7467824
69386;2879;4,8405719;45,7690413
69142;2880;4,8158111;45,7267759
69259;2881;4,8657986;45,6907657
69384;2883;4,8393099;45,7749159
69381;2884;4,8216795;45,7680232
69290;2885;4,9617983;45,6925309
69290;2886;4,9357423;45,6953108
69382;2887;4,818716;45,7329617
69386;2888;4,8406604;45,7679037
69383;2890;4,8806889;45,7524102
69266;2891;4,8792405;45,7658164
69387;2892;4,8249154;45,7236352
69034;2893;4,8483987;45,7945195
69290;2894;4,9455237;45,6963141
69290;2896;4,9366097;45,7073147
69386;2897;4,8423703;45,7750964
69202;2898;4,8007552;45,7374094
69149;2899;4,8026042;45,7131718
69386;2901;4,8426144;45,7755631
69384;2902;4,816015;45,7760868
69149;2904;4,8054076;45,7127228
69382;2905;4,8210536;45,7418576
69259;2906;4,8748089;45,6922746
69266;2909;4,8857094;45,7610381
69389;2910;4,8047079;45,7627306
69385;2912;4,8214403;45,7594479
69290;2913;4,9317526;45,6962228
69383;2914;4,8513692;45,7573427
69290;2915;4,9457467;45,6922127
69387;2916;4,8217113;45,7233613
69207;2917;4,8037674;45,8844667
69266;2918;4,8744827;45,7759835
69266;2919;4,8801579;45,7661083
69388;2920;4,8603786;45,7485603
69386;2922;4,8518114;45,774647
69384;2924;4,8275662;45,7831846
69202;2925;4,7896509;45,7422289
69387;2926;4,8382637;45,752479
69091;2928;4,7712944;45,5897066
69387;2930;4,8429911;45,7519457
69087;2931;4,8564208;45,839541
69266;2932;4,8833462;45,759655
69290;2933;4,9425738;45,6993418
69383;2934;4,8416381;45,7611569
69387;2935;4,8471985;45,7450498
69271;2936;4,954262;45,7435227
69290;2939;4,9621281;45,6934053
69389;2940;4,7938827;45,7837771
69149;2941;4,8064118;45,7129187
69383;2942;4,8407753;45,7564987
69142;2943;4,8166328;45,7261565
69290;2944;4,8991238;45,7050597
69387;2945;4,8257129;45,739362
69382;2947;4,8346025;45,7618858
69388;2948;4,8561337;45,7367485
69290;2949;4,937861;45,6968046
69040;2950;4,7805963;45,7952887
69290;2951;4,9427434;45,6993563
69266;2954;4,8793557;45,7663076
69384;2955;4,8392733;45,7802406
69387;2956;4,8422519;45,7462186
69256;2957;4,9587474;45,8030904
69389;2958;4,8133904;45,7884624
69149;2959;4,807282;45,7191496
69149;2961;4,8066417;45,7197141
69383;2962;4,8415676;45,7610984
69386;2963;4,8416059;45,7739879
69382;2965;4,8346415;45,7619614
69384;2966;4,8347561;45,7777901
69387;2967;4,8352996;45,7401714
69383;2968;4,8956149;45,7483758
69290;2969;4,9465094;45,6962622
69266;2970;4,8856644;45,7612369
69389;2971;4,8052432;45,7728856
69271;2972;4,971561;45,7392036
69202;2973;4,799408;45,7381517
69046;2975;4,7944778;45,649235
69199;2976;4,8551142;45,7035253
69386;2977;4,8406175;45,7695193
69383;2978;4,8587808;45,7619907
69266;2979;4,8750584;45,7791755
69204;2980;4,788348;45,6840619
69149;2981;4,7986503;45,7221222
69385;2982;4,8133494;45,7629939
69387;2983;4,8379498;45,7526747
69290;2986;4,954444;45,6909597
69389;2988;4,8047953;45,7663028
69386;2989;4,8407677;45,767029
69034;2990;4,8326275;45,7858019
69387;2991;4,8372055;45,7524199
69207;2993;4,8034333;45,8842163
69034;2994;4,848812;45,7912154
69199;2996;4,8534758;45,7025417
69382;2997;4,8350846;45,7563336
69385;2999;4,8209395;45,7548387
69290;3003;4,955815;45,6933879
69266;3004;4,8791011;45,7659624
69276;3006;4,8757718;45,6714302
69202;3007;4,7794316;45,7273632
69116;3008;4,7751823;45,8366907
69260;3009;4,814651;45,6512666
69389;3010;4,7985542;45,77796
69384;3011;4,8352287;45,775349
69271;3012;4,9693508;45,7379758
69046;3013;4,7950957;45,6494792
69387;3014;4,8567498;45,7443558
69003;3017;4,8352088;45,8762594
69387;3018;4,8504072;45,7484799
69382;3019;4,8368458;45,7618586
69266;3020;4,8884292;45,7631312
69081;3021;4,7694437;45,7838332
69387;3022;4,8216977;45,7299941
69384;3023;4,8311607;45,7816589
69385;3024;4,8277771;45,7609595
69260;3026;4,814185;45,6524548
69387;3027;4,8231341;45,7357773
69149;3028;4,8156375;45,7146161
69387;3030;4,8345225;45,7495883
69044;3031;4,73616;45,7824224
69383;3032;4,8746406;45,752289
69381;3033;4,8320847;45,7682946
69266;3034;4,8703045;45,77095
69383;3035;4,8746731;45,7523329
69387;3036;4,8254171;45,7390774
69149;3038;4,8071516;45,7076815
69149;3039;4,8026076;45,7128749
69382;3040;4,8353631;45,7562547
69387;3041;4,8567369;45,7444363
69142;3042;4,8054517;45,7245281
69382;3044;4,8342103;45,756552
69256;3045;4,9296519;45,7659525
69383;3046;4,894948;45,7495996
69266;3047;4,8834227;45,7802894
69382;3048;4,8153567;45,7445359
69384;3049;4,8329207;45,7812172
69290;3050;4,9547426;45,6909368
69149;3051;4,808178;45,7161704
69382;3052;4,8358237;45,7603842
69387;3053;4,8436408;45,7518996
69290;3054;4,9272582;45,6973779
69381;3056;4,8208107;45,7714632
69389;3058;4,8316543;45,7971864
69276;3059;4,8761836;45,6761095
69283;3060;4,9458561;45,6609236
69381;3061;4,8227383;45,7681936
69266;3062;4,8832322;45,7808104
69116;3063;4,7819838;45,8128674
69290;3064;4,954382;45,69432
69290;3066;4,9462483;45,6950054
69290;3068;4,9426187;45,6993455
69383;3069;4,8685601;45,7583022
69034;3070;4,8352632;45,7831309
69386;3071;4,8471617;45,7645002
69387;3072;4,8473815;45,7451403
69034;3073;4,8507329;45,7917231
69266;3074;4,8761505;45,7648891
69250;3075;4,7154821;45,814137
69244;3076;4,7781218;45,7616867
69385;3077;4,8213967;45,7632449
69260;3078;4,8149219;45,6477684
69290;3079;4,9617944;45,6927478
69387;3080;4,8427737;45,746053
69383;3081;4,8682134;45,7520081
69385;3082;4,8160844;45,7633281
69384;3083;4,8130162;45,7725745
69276;3084;4,8630904;45,6657542
69383;3085;4,8715773;45,747821
69034;3086;4,8485408;45,7946364
69385;3087;4,8279194;45,7613816
69271;3088;4,9704822;45,7398424
69387;3089;4,8418543;45,7458497
69044;3091;4,7392224;45,7820536
69259;3092;4,8748948;45,6923458
69207;3093;4,8041888;45,8851069
69383;3094;4,8482371;45,7582674
69266;3096;4,886348;45,7818787
69199;3097;4,854327;45,7023343
69382;3098;4,8342886;45,7565302
69382;3099;4,8152076;45,744106
69266;3100;4,8905666;45,7595771
69382;3102;4,8353035;45,7617064
69381;3103;4,828733;45,7728866
69386;3104;4,8541064;45,7758411
69383;3105;4,8674422;45,7520895
69386;3106;4,8625614;45,763779
69290;3108;4,9472272;45,6892281
69152;3109;4,8105966;45,7008011
69256;3110;4,9323765;45,7672185
69290;3111;4,9554852;45,6978779
69273;3112;4,9032725;45,6653278
69204;3113;4,7876779;45,6914845
69381;3114;4,8192064;45,7719663
69386;3115;4,8409427;45,7648286
69387;3116;4,8225315;45,7245406
69385;3117;4,8209484;45,7593851
69387;3119;4,8261047;45,7215078
69388;3120;4,8668895;45,7390834
69290;3121;4,9356032;45,7058754
69389;3123;4,822603;45,7941278
69385;3124;4,8206572;45,7594932
69081;3125;4,7686317;45,782658
69044;3126;4,7392839;45,7820382
69389;3127;4,8041324;45,7666135
69266;3128;4,8943746;45,7546586
69149;3130;4,8065199;45,720651
69389;3131;4,8243861;45,7957759
69382;3132;4,8346366;45,7620454
69381;3133;4,8322832;45,7718912
69260;3136;4,8142862;45,6464549
69387;3137;4,8564981;45,7441772
69387;3138;4,8437402;45,7447834
69266;3139;4,8769449;45,7635327
69202;3140;4,7892639;45,7411842
69382;3141;4,8235367;45,7444525
69266;3142;4,8836542;45,7805086
69034;3143;4,8524569;45,8000599
69275;3144;4,9393706;45,771842
69383;3145;4,867687;45,7519028
69081;3146;4,7775979;45,7746965
69382;3148;4,8144007;45,7420685
69290;3149;4,9531535;45,6894257
69290;3151;4,9358028;45,6956552
69266;3153;4,8768234;45,7635909
69046;3154;4,7926915;45,664698
69385;3155;4,8240049;45,7628448
69389;3156;4,8093166;45,7720679
69387;3157;4,8232125;45,7242226
69382;3158;4,8316493;45,7551376
69388;3159;4,8590577;45,7444133
69384;3160;4,8163525;45,7779609
69387;3161;4,8332884;45,7413587
69034;3162;4,8423864;45,7808071
69260;3163;4,8150996;45,6477365
69387;3164;4,8233857;45,7252366
69387;3165;4,824763;45,738403
69244;3167;4,7776936;45,7616992
69149;3168;4,7987388;45,7206849
69385;3169;4,820879;45,7599458
69383;3170;4,8664389;45,7507059
69387;3172;4,8231452;45,7241835
69034;3175;4,8499544;45,8007389
69266;3176;4,8801123;45,766374
69266;3177;4,8837962;45,780521
69142;3178;4,8166034;45,7258797
69383;3179;4,8664927;45,751805
69382;3180;4,8316511;45,7549944
69385;3181;4,8152673;45,7563704
69266;3182;4,8839203;45,7809
69381;3183;4,8339453;45,7667995
69386;3184;4,8414718;45,7737859
69386;3185;4,854717;45,783122
69387;3186;4,8226972;45,7240975
69389;3188;4,8296171;45,7995218
69387;3189;4,8429907;45,751975
69385;3190;4,8159213;45,7552116
69385;3191;4,7853421;45,7590024
69149;3192;4,8078993;45,7070394
69034;3193;4,8434129;45,7973618
69292;3195;4,8685628;45,8160659
69149;3196;4,8066075;45,7140625
69149;3198;4,8108986;45,7210958
69282;3199;4,9981255;45,7615845
69191;3201;4,8153233;45,812877
69387;3202;4,8251353;45,7387422
69381;3203;4,8328283;45,7661456
69081;3204;4,7625286;45,7739278
69382;3206;4,8369083;45,7618487
69081;3207;4,7804126;45,7914068
69385;3209;4,7913434;45,7597167
69259;3210;4,9008049;45,7131207
69034;3211;4,8439935;45,7977567
69388;3213;4,867341;45,7304136
69387;3214;4,8232677;45,7242564
69266;3216;4,8832869;45,7808219
69385;3217;4,8102713;45,7538989
69149;3219;4,8051969;45,7109105
69204;3220;4,8044077;45,6945996
69383;3221;4,8687056;45,7584912
69290;3222;4,9357993;45,6956278
69388;3224;4,8545177;45,7376602
69387;3225;4,8531843;45,7494306
69034;3226;4,8488184;45,7944831
69385;3227;4,8019005;45,7571177
69387;3228;4,8471904;45,7451165
69382;3229;4,8150029;45,7437828
69387;3230;4,8424446;45,7454959
69149;3231;4,8068304;45,7064851
69383;3232;4,8518032;45,7573867
69389;3233;4,8050933;45,7737752
69385;3234;4,8215297;45,7632804
69382;3236;4,8350729;45,7632784
69387;3237;4,8420941;45,7462579
69384;3238;4,8401388;45,7795222
69386;3239;4,8510071;45,776893
69204;3240;4,7870417;45,6916893
69266;3241;4,8794524;45,7663142
69266;3242;4,8701963;45,7709576
69387;3243;4,822876;45,7204313
69385;3245;4,8227326;45,762877
69384;3247;4,8315019;45,7812608
69290;3249;4,9424542;45,6970481
69384;3250;4,8354395;45,7795226
69389;3252;4,8267299;45,8008291
69389;3253;4,8300841;45,7988411
69290;3254;4,9351928;45,6952113
69381;3255;4,822663;45,7681873
69381;3256;4,8338978;45,7669586
69100;3257;4,8320244;45,6897532
69266;3258;4,8771676;45,7684699
69387;3259;4,8220051;45,7225059
69081;3260;4,7775333;45,7745608
69382;3261;4,819599;45,736705
69034;3262;4,8433382;45,7974226
69386;3263;4,8405531;45,7692415
69385;3264;4,8017529;45,7570844
69386;3265;4,8406456;45,7704174
69383;3266;4,8775522;45,7484495
69034;3267;4,8527138;45,8002048
69383;3268;4,8639228;45,7596594
69034;3270;4,8574165;45,7896133
69384;3271;4,8175085;45,7748412
69386;3272;4,8407301;45,7674673
69266;3273;4,8957313;45,7563317
69207;3274;4,8093265;45,8763573
69383;3275;4,8664797;45,7507015
69276;3276;4,8726142;45,6655888
69387;3277;4,8375265;45,7372266
69259;3280;4,8983056;45,7196351
69149;3281;4,8067404;45,7139662
69266;3282;4,8834134;45,7803094
69389;3283;4,8037659;45,7792567
69271;3284;4,9559399;45,7472503
69149;3285;4,8061815;45,7123719
69266;3286;4,8751301;45,779262
69384;3287;4,8339519;45,7746501
69387;3288;4,8288564;45,7431391
69290;3290;4,9511413;45,6888927
69384;3291;4,8312838;45,7818544
69389;3292;4,8050643;45,7737018
69290;3293;4,8990112;45,7050751
69244;3294;4,7815134;45,7612017
69383;3295;4,8589458;45,7618924
69292;3296;4,8682979;45,8267368
69382;3297;4,8205363;45,7491892
69149;3298;4,8156416;45,7157889
69286;3299;4,9110093;45,8338478
69266;3300;4,8776908;45,7590024
69383;3301;4,8416139;45,7608177
69385;3302;4,7902661;45,760302
69149;3303;4,8153532;45,716309
69384;3304;4,8103705;45,7799982
69034;3306;4,8487305;45,7908625
69386;3307;4,8472767;45,7645105
69046;3308;4,7849476;45,6421848
69034;3309;4,8550304;45,8028037
69389;3310;4,8092611;45,7908938
69149;3311;4,8026652;45,7131179
69387;3313;4,8231602;45,7358359
69381;3314;4,8199863;45,7682101
69387;3317;4,8246961;45,7236304
69382;3318;4,8338246;45,7606123
69387;3319;4,8228667;45,723974
69266;3320;4,8800425;45,7658501
69384;3321;4,8196807;45,7776952
69387;3322;4,8234069;45,7252628
69068;3323;4,8267411;45,8442045
69290;3324;4,9584106;45,6936445
69385;3325;4,7906937;45,7599007
69244;3326;4,7863009;45,7645912
69081;3327;4,7825458;45,7908143
69202;3329;4,7818141;45,7319564
69385;3330;4,797686;45,7594498
69387;3331;4,8261486;45,7366082
69266;3332;4,8832258;45,7808295
69383;3333;4,873558;45,7499753
69259;3334;4,898217;45,7191154
69259;3335;4,8849786;45,7125068
69296;3336;4,8411968;45,6394116
69386;3337;4,8407355;45,7674308
69386;3338;4,8413189;45,7735567
69382;3339;4,8191257;45,7481897
69149;3340;4,802386;45,7231781
69266;3341;4,8836314;45,7804974
69387;3342;4,8427942;45,7520265
69387;3343;4,8248413;45,7383959
69266;3344;4,8750892;45,7792157
69387;3345;4,8233046;45,7243212
69081;3348;4,7854806;45,7746154
69387;3349;4,8234188;45,7243474
69290;3350;4,9812417;45,6965194
69149;3351;4,8052029;45,7110856
69381;3352;4,8256457;45,7694069
69382;3353;4,8142001;45,7413228
69117;3354;4,7441324;45,8441601
69387;3355;4,8420174;45,746131
69388;3356;4,8830815;45,7323511
69387;3357;4,822365;45,7206305
69292;3358;4,8689127;45,8198524
69387;3359;4,8482417;45,7507793
69202;3363;4,8014023;45,734661
69383;3366;4,8667596;45,7519474
69149;3367;4,8068509;45,7195958
69034;3368;4,8490786;45,7945434
69381;3370;4,8327894;45,7661451
69266;3371;4,8839384;45,7806619
69383;3372;4,8819906;45,7527104
69383;3373;4,8667107;45,7518612
69387;3374;4,8498526;45,7480724
69385;3375;4,8160763;45,760105
69279;3377;5,0378417;45,7962762
69385;3378;4,7986834;45,7619344
69149;3379;4,8067581;45,7197482
69029;3380;4,8947082;45,7258451
69387;3381;4,8438777;45,7447931
69387;3382;4,8215761;45,7249897
69290;3384;4,9426992;45,6919986
69260;3386;4,8151499;45,6472795
69387;3387;4,8487962;45,7513538
69386;3389;4,8516492;45,774647
69034;3391;4,8279778;45,793399
69382;3392;4,8339122;45,7566352
69384;3393;4,8382919;45,7754821
69290;3394;4,9333357;45,7042643
69388;3395;4,8677819;45,7401635
69388;3396;4,8589336;45,7444872
69034;3397;4,8434476;45,7974537
69266;3399;4,8701963;45,7709445
69072;3401;4,7540225;45,8060677
69266;3402;4,8634495;45,7721517
69382;3403;4,8342976;45,7616978
69266;3406;4,8623987;45,7754565
69387;3407;4,8217099;45,7235617
69383;3408;4,8664409;45,75047
69384;3409;4,8351381;45,7796453
69381;3410;4,8379128;45,7733105
69383;3412;4,8876055;45,7492527
69204;3413;4,7859504;45,6916444
69266;3415;4,9021056;45,7678739
69207;3417;4,8032564;45,8840131
69385;3418;4,789413;45,7470637
69382;3421;4,814516;45,7421545
69387;3422;4,8225224;45,7242508
69091;3423;4,7710448;45,6006989
69266;3424;4,878177;45,7588891
69384;3425;4,8356896;45,7794778
69259;3427;4,8853439;45,7095739
69290;3428;4,9425293;45,6992611
69259;3429;4,8836513;45,6979655
69383;3430;4,8482201;45,7582272
69385;3431;4,822644;45,7628843
69290;3432;4,9552639;45,6937522
69389;3433;4,7949703;45,7840848
69383;3434;4,8814969;45,7519576
69387;3435;4,8421785;45,7460951
69244;3436;4,7777213;45,7616994
69389;3437;4,8317925;45,7972065
69387;3440;4,8248071;45,7231913
69388;3441;4,8711313;45,7446583
69386;3442;4,8541261;45,7762113
69382;3444;4,8337676;45,7603314
69382;3445;4,817358;45,7462191
69153;3446;4,7860765;45,8556619
69381;3447;4,8337095;45,766848
69149;3449;4,7986272;45,7221266
69127;3450;4,7217633;45,7864362
69149;3451;4,8108979;45,7210049
69088;3453;4,8552218;45,8318963
69266;3454;4,8605954;45,7737332
69385;3455;4,8240594;45,7588187
69290;3456;4,9585201;45,6936565
69387;3457;4,854081;45,7468298
69149;3459;4,8075325;45,7196985
69290;3460;4,9329505;45,7048203
69389;3462;4,8265785;45,8010192
69381;3464;4,8229608;45,7682122
69382;3465;4,8379005;45,7633502
69290;3466;4,9512921;45,6963662
69382;3468;4,8340654;45,7565925
69384;3470;4,830795;45,7773785
69389;3472;4,8040661;45,7793526
69387;3473;4,8500843;45,7484709
69290;3476;4,9543666;45,6942619
69127;3479;4,7275104;45,7856281
69290;3480;4,9639684;45,6931449
69382;3482;4,8374934;45,7583378
69290;3483;4,9333153;45,7041437
69081;3484;4,7732966;45,7749381
69382;3485;4,8354533;45,7605048
69149;3486;4,8050118;45,715505
69387;3487;4,8531224;45,7469747
69290;3488;4,9678062;45,6934693
69383;3489;4,887639;45,7492205
69384;3490;4,8193573;45,7819227
69149;3491;4,8052572;45,7133751
69381;3492;4,8291005;45,7728945
69127;3493;4,7276216;45,78653
69266;3494;4,8811853;45,7616757
69388;3495;4,8500884;45,7309883
69385;3496;4,7909492;45,7598216
69386;3497;4,8563341;45,7809192
69202;3498;4,8080957;45,7430253
69381;3499;4,8263978;45,7731309
69091;3500;4,7754115;45,5888936
69382;3502;4,8152434;45,7444069
69202;3503;4,8023071;45,7500826
69034;3504;4,8494909;45,7977728
69382;3507;4,8378375;45,7632669
69383;3510;4,868888;45,752745
69381;3511;4,8219778;45,768086
69383;3512;4,88213;45,7530282
69381;3514;4,8335587;45,7668321
69081;3515;4,7804287;45,791352
69244;3516;4,7785726;45,7656313
69266;3517;4,8766464;45,7636405
69275;3518;4,9760223;45,7601747
69149;3520;4,8157824;45,7149358
69386;3521;4,8437731;45,7773244
69384;3522;4,8163759;45,7778322
69382;3523;4,8354571;45,760601
69383;3524;4,8517034;45,7573558
69389;3525;4,8318461;45,7972152
69029;3526;4,902177;45,7231645
69034;3528;4,8510493;45,7917051
69273;3529;4,9079764;45,655711
69290;3530;4,9618669;45,6929681
69266;3531;4,8832167;45,780846
69142;3532;4,8047659;45,7255004
69266;3533;4,8838469;45,7806118
69387;3534;4,8343727;45,7493197
69387;3535;4,855188;45,7452239
69389;3536;4,8261866;45,8001791
69382;3537;4,8186995;45,7328729
69034;3538;4,8362971;45,7853518
69385;3540;4,8215466;45,7583249
69290;3541;4,9620191;45,6934258
69384;3542;4,816945;45,7752022
69290;3543;4,9340361;45,6933546
69149;3544;4,8080385;45,7165715
69260;3545;4,8141789;45,652617
69290;3546;4,9544648;45,6979596
69260;3547;4,8143104;45,652498
69081;3548;4,7781983;45,7755682
69271;3549;4,9697223;45,737855
69266;3550;4,878319;45,7587614
69081;3551;4,7693156;45,7822213
69387;3552;4,8233736;45,7361809
69385;3553;4,8278005;45,7609978
69382;3554;4,8168028;45,7461358
